,브랜드명,중분류업종,창업비용(단위:천원),본사업력(년),본사부채비율(%),수익성,공정성,성장성,안정성
4000,배달은,기타 외식,26015,10,116,2,3,2,3
4001,피자라네,피자,39600,4,9,5,3,4,2
4002,남강메기,한식,158200,15,976,3,3,3,5
4003,헬로쭈꾸미&보쌈,한식,136100,8,99,4,3,3,3
4004,두리하나춘천닭갈비,한식,77000,25,9,5,3,3,2
4005,죽채통닭,치킨,83401,29,62,5,3,4,3
4006,와필레(WAFILLE),제과제빵,196257,9,545,2,3,2,5
4007,장대기경복궁우동냉면,한식,66900,6,1,5,3,3,2
4008,행복분식,분식,133740,29,151,4,3,3,4
4009,빵드밀,제과제빵,335000,6,180,4,3,4,4
4010,최강집,한식,168515,29,151,4,3,3,4
4011,글고만식당,기타 외식,99550,3,495,3,3,0,5
4012,멸치에국수를담다,한식,72400,8,80,4,3,0,3
4013,등짝스매싱,기타 외식,97040,10,194,2,3,1,4
4014,쭈가네,한식,64750,17,394,2,3,3,5
4015,도비네,한식,61300,6,7,4,3,2,2
4016,일산생갈비,한식,644500,6,91,5,3,1,3
4017,바다사랑,한식,127210,8,133,4,3,2,3
4018,조슈아버거팩토리,패스트푸드,96300,12,-259,5,3,2,1
4019,시골촌,한식,79700,11,-1030,1,3,2,1
4020,빵장수쉐프,제과제빵,117500,8,267,3,3,3,4
4021,쌍문시장,주점,92850,12,10,5,3,3,2
4022,청담정스시,일식,142736,11,41,2,3,1,2
4023,찬어클락,한식,135570,15,-169,1,3,1,1
4024,카팬트리,커피,70880,4,987,3,3,5,5
4025,미친닭,치킨,50776,8,279,1,3,1,4
4026,이태리반점,기타 외식,171300,10,7,3,3,2,2
4027,갈비1번가,한식,75600,6,209,3,3,2,4
4028,커피펍스,커피,77000,12,-328,1,3,1,1
4029,식사준비,한식,57000,5,28,4,3,2,2
4030,몬스터김밥,분식,59470,20,53,3,3,3,3
4031,밸런스버거,패스트푸드,93000,13,0,1,3,1,1
4032,코페아커피,커피,197000,5,-116,1,3,5,1
4033,청담쭈꾸미,한식,254900,9,36,5,3,3,2
4034,한소반쭈꾸미,기타 외식,362500,10,250,3,3,3,4
4035,명심코다리,한식,194830,10,232,2,3,5,4
4036,커피스탑,커피,250100,9,1439,2,3,3,5
4037,고망고,음료 (커피 외),75800,7,646,2,3,4,5
4038,동시상영,주점,185900,4,10949,2,3,5,5
4039,이태리국시,서양식,329100,6,-352,1,3,1,1
4040,분짜라임,기타 외국식,134600,20,90,2,3,1,3
4041,우마이살몬,기타 외식,136500,10,148,4,3,5,4
4042,수원의,제과제빵,323950,4,494,4,3,5,5
4043,마루막창,한식,195000,10,5420,3,3,4,5
4044,무쇠치킨,기타 외식,52635,11,87,3,3,2,3
4045,콤콤콤,기타 외식,76750,12,-131,5,3,3,1
4046,열정곱창,한식,80650,7,-299,1,3,5,1
4047,호오락실,주점,275600,14,-863,4,3,3,1
4048,얌샘우마이오사카,일식,66490,17,187,3,3,3,4
4049,멘타로,일식,131000,34,93,2,3,2,3
4050,치킨필레오,치킨,91100,14,-112,1,3,1,1
4051,레드컵스,분식,29750,19,-209,2,3,1,1
4052,채선당의누들앤돈부리,일식,102550,18,87,3,3,3,3
4053,시티카페(CITTICAFFE),커피,10800,13,-228,2,3,3,1
4054,마시기통차,한식,57200,3,12,5,3,1,2
4055,무화당,커피,122500,6,49,2,3,5,2
4056,베터버거(Better,패스트푸드,83630,23,328,1,3,1,5
4057,말자네약속다방,기타 외식,63600,10,116,2,3,2,3
4058,연희서서갈비,한식,78500,5,9,2,3,0,2
4059,핵피자,피자,57000,7,239,3,3,2,4
4060,강대포식당,주점,63800,5,2602,1,3,1,5
4061,성농찬백암왕순대,한식,59100,15,173,4,3,3,4
4062,금산닭집,한식,130300,10,-264,1,3,5,1
4063,비어런(BEERUN),주점,74930,9,338,1,3,1,5
4064,황금태,한식,122900,9,63,4,3,4,3
4065,토핑빨,피자,10900,5,3,5,3,4,2
4066,금수라부대찌개,한식,98030,3,6,2,3,0,2
4067,택이네,한식,91300,3,8,3,3,0,2
4068,바로온쉐프,기타 외식,70200,4,81,3,3,5,3
4069,대판장,한식,32340,7,-3960,2,3,4,1
4070,본가춘천닭갈비&부대찌개,한식,74820,19,-209,2,3,1,1
4071,혁명닭발,치킨,28346,6,-123,1,3,4,1
4072,고대가쭈꾸미,기타 외식,117850,9,74,4,3,4,3
4073,여우주막,주점,80300,8,22,4,3,2,2
4074,화로갈맥,기타 외식,97950,9,104,2,3,3,3
4075,고기유,한식,88500,14,237,5,3,1,4
4076,옛국수,분식,98450,9,39,3,3,1,2
4077,꼭그닭치킨,치킨,218950,8,570,4,3,5,5
4078,플로바리스,음료 (커피 외),126000,8,81,1,3,0,3
4079,샌드위밋,기타 외국식,126888,7,283,2,3,4,4
4080,쭈꾸미블루스,한식,101275,8,-119,1,3,2,1
4081,삼치기,한식,43450,7,38,5,3,4,2
4082,마리야,분식,72100,9,338,2,3,1,4
4083,OK무진푸드,기타 외식,47900,4,-458,1,3,0,1
4084,씨즐펍,주점,12700,14,-134,1,3,4,1
4085,조선팔도,한식,100450,7,76,4,3,4,3
4086,동의명가,한식,66800,5,-464,1,3,5,1
4087,달꽃다방,커피,48268,7,1739,4,3,5,5
4088,게고집,기타 외식,65957,4,-183,1,3,0,1
4089,카레부리,일식,78000,21,55,2,3,2,3
4090,안가,한식,130400,8,-145,2,3,4,1
4091,드림박스(Dream,기타 외식,73800,5,422,2,3,2,5
4092,담소락,일식,56540,19,17,2,3,1,2
4093,포차플레잉,주점,350300,5,-219,1,3,1,1
4094,비바폴로,서양식,154200,22,215,3,3,3,4
4095,돈삼육지,한식,112750,22,-147,4,3,4,1
4096,곱창중독,기타 외식,55350,7,2941,1,3,0,5
4097,쌍별식당,한식,71750,7,161,5,3,5,4
4098,바른식감,분식,105650,8,-137,1,3,0,1
4099,와로샐러드,기타 외식,49500,4,3647,2,3,5,5
4100,유온달포장,기타 외식,103950,7,-125,5,3,2,1
4101,바푸리와와샤브물갈비,한식,119900,11,1354,1,3,3,5
4102,압구정양갈비양꼬치,기타 외식,155166,9,-441,1,3,2,1
4103,하루한쌈,한식,66350,6,391,3,3,2,5
4104,감성키친,기타 외식,67100,3,159,5,3,0,4
4105,솔청면옥,한식,205400,4,329,4,3,0,4
4106,김덕후의곱창조,기타 외식,119400,7,31,5,3,3,2
4107,커피박스,커피,80980,3,-853,1,3,0,1
4108,노군텐동,일식,67900,7,115,4,3,3,3
4109,모히또바인오션,기타 외식,80680,4,200,5,3,0,4
4110,족쌈베이크,한식,15400,15,214,3,3,1,4
4111,에일코너스(ALECONNERS),주점,102100,14,-218,1,3,1,1
4112,더피자(THE,피자,56450,11,61,5,3,4,3
4113,한양찌개골,한식,87500,10,2471,2,3,5,5
4114,팔색삼겹살,한식,98600,13,184,2,3,1,4
4115,모쿠816(Moku816),커피,65670,6,-190,2,3,4,1
4116,파탈리안,서양식,69100,3,344,4,3,0,5
4117,더맨타코,서양식,49691,6,21,1,3,1,2
4118,레스이즈모어(less,커피,79500,10,10,4,3,1,2
4119,주스킹,음료 (커피 외),56100,7,-175,1,3,0,1
4120,족발중심,한식,127784,25,57,3,3,4,3
4121,낙원의,일식,78100,5,0,5,3,2,2
4122,내사랑,분식,197830,6,16,5,3,0,2
4123,셰프의,한식,60410,12,-153,1,3,1,1
4124,핸섬로스팅하우스,커피,169100,8,128,4,3,4,3
4125,철판위에빨간쭈꾸미,한식,64150,15,17,2,3,2,2
4126,쿠시마사,일식,208500,4,-1984,3,3,5,1
4127,더설,아이스크림/빙수,64700,13,-205,1,3,1,1
4128,마이이탈리안키친,패스트푸드,71220,11,148,2,3,5,4
4129,신송자,한식,105300,4,13,1,3,0,2
4130,진짝한우갈비살,한식,76150,5,289,3,3,2,4
4131,큰돈가,한식,122700,4,82,4,3,4,3
4132,통발집,기타 외식,94500,4,46,5,3,3,2
4133,씨플랫(C.Flat),기타 외식,150200,8,8,5,3,3,2
4134,BURGERS,제과제빵,69350,6,53,1,3,0,3
4135,곱스떡스,기타 외식,47980,4,-410,1,3,1,1
4136,육번지,기타 외식,114000,8,531,4,3,0,5
4137,마라도,한식,76250,8,404,2,3,2,5
4138,와플몬스터,제과제빵,56660,7,-141,5,3,3,1
4139,구백도,한식,55130,15,120,3,3,1,3
4140,고기왕유상실,한식,64900,9,538,1,3,4,5
4141,콩밭,한식,81200,6,183,3,3,4,4
4142,아랑김치찌개,한식,38500,12,76,4,3,1,3
4143,레타스,기타 외식,310250,9,-1163,5,3,2,1
4144,델리웨건등등,분식,65480,15,266,2,3,2,4
4145,셰프데일리,서양식,195300,12,204,3,3,4,4
4146,오빠네견과류,기타 외식,42400,4,72,5,3,4,3
4147,고기고샵,기타 외식,212780,8,-152,1,3,5,1
4148,총각네꼬치가게,일식,56020,9,5,4,3,2,2
4149,스위트럭(sweetruck),아이스크림/빙수,101000,23,53,1,3,1,3
4150,와우돈가스,서양식,50400,20,19,1,3,4,2
4151,베이커리로컬,제과제빵,208120,9,-2194,1,3,2,1
4152,피자플렉스,피자,35260,3,11,2,3,0,2
4153,치맥스,치킨,58300,11,351,4,2,3,5
4154,통큰소한마리,한식,121100,11,97,3,3,2,3
4155,산채향기,한식,98500,16,141,3,3,2,4
4156,룰스타운(RULESTOWN),커피,62530,10,-201,1,3,1,1
4157,인앤피자,피자,61400,17,162,1,3,2,4
4158,신포1971,분식,84217,18,485,2,3,2,5
4159,아스타브,기타 외식,125300,4,69,3,3,0,3
4160,집으로간참치,한식,51700,22,179,2,3,3,4
4161,학화호도과자,제과제빵,88550,12,-130,2,3,1,1
4162,월화식당,한식,134356,11,157,4,3,2,4
4163,화전돈부리,일식,61300,14,486,3,3,3,5
4164,무원골,한식,101200,8,5,5,3,3,2
4165,조개야,기타 외식,63850,14,45,5,3,1,2
4166,화규,한식,86400,9,28,5,3,4,2
4167,고래고래회&해산물포차,기타 외식,98700,11,255,4,3,5,4
4168,두부의추억151,한식,87637,27,2141,2,3,1,5
4169,스시생선가게,일식,112700,7,29,4,3,3,2
4170,원스어폰어밀크쉐이크,음료 (커피 외),161150,10,-515,1,3,1,1
4171,감골오리,기타 외식,138500,12,0,1,3,0,1
4172,그린라이트,기타 외식,229400,7,1,1,3,0,2
4173,미당추어탕,한식,81650,18,238,3,3,2,4
4174,K짬뽕(K,중식,74500,17,185,2,3,1,4
4175,모리참치,한식,101550,17,169,4,3,2,4
4176,수셰프치킨&튀김(수셰프치킨앤튀김),치킨,22090,3,697,1,3,0,5
4177,우리돼지식당,한식,178250,6,4,5,3,0,2
4178,벱하노이(Bep,기타 외국식,152950,3,17,1,3,0,2
4179,더도이국민반점,중식,194300,8,842,4,3,2,5
4180,리틀타이완,기타 외국식,85500,13,15,2,3,1,2
4181,맛도락,기타 외식,57750,8,298,2,3,1,5
4182,파파앤,패스트푸드,40700,13,-140,1,3,4,1
4183,믿고(meatgo),한식,55800,4,341,3,3,4,4
4184,미스터쭈,한식,172200,6,281,5,3,0,4
4185,서래맥주집,주점,48100,14,25,4,3,2,2
4186,강산면옥,분식,234296,18,-246,1,3,1,1
4187,빵장수꽈배기,제과제빵,106500,8,243,3,3,2,4
4188,모치카냉,기타 외식,81950,13,34,4,3,1,2
4189,생고기대학교,한식,129300,8,29,5,3,3,2
4190,김덕후의차돌조,한식,129300,8,175,3,3,1,4
4191,나의,서양식,222030,8,523,4,3,0,5
4192,블루크랩,기타 외식,382900,14,603,3,3,2,5
4193,소신이쏘,한식,74650,8,-227,5,3,2,1
4194,다사면(다시사랑한다면),한식,43250,6,-157,1,3,1,1
4195,유림상회,한식,127600,5,-187,1,3,0,1
4196,전씨술방,주점,65800,10,194,2,3,1,4
4197,세계쌀국수대전,기타 외국식,71250,3,98,5,3,0,3
4198,아마존,기타 외식,61500,12,-3564,1,3,4,1
4199,오텀인뉴욕,기타 외식,382900,14,603,3,3,2,5
4200,발엔발,기타 외식,74600,7,4,4,3,4,2
4201,스위트박스,제과제빵,54610,12,36,5,3,5,2
4202,한사람을,한식,87425,5,99,5,3,0,3
4203,아구좋은날,한식,196100,12,23,4,3,2,2
4204,연탄구이,한식,49850,5,13,4,3,5,2
4205,고래섬,한식,69650,8,80,5,3,5,3
4206,잎새삼국수2000,분식,112534,7,119,4,3,0,3
4207,끝돈,한식,228480,10,-210,4,3,2,1
4208,아궁감자탕,한식,108300,23,85,3,3,0,3
4209,고창복의착한갈비,한식,146900,11,24,1,3,2,2
4210,소이득,한식,59500,17,578,2,3,2,5
4211,에이스커피,커피,102350,3,5,5,3,0,2
4212,쌈마니,기타 외국식,103500,14,-100,1,3,1,1
4213,W,커피,314000,5,4,2,3,0,2
4214,김밥공감,분식,69430,6,26,5,3,5,2
4215,파총총,분식,39665,8,-168,1,3,5,1
4216,멘야무테키,분식,98700,7,379,2,3,3,5
4217,엉클스브레드(UNCLE's,제과제빵,111900,8,-265,1,3,0,1
4218,편백가원,한식,158640,9,104,4,3,5,3
4219,율이네육소정,기타 외식,87700,8,369,2,3,4,5
4220,박성광의,주점,110800,11,-106,1,3,1,1
4221,화덕400,한식,122590,17,507,1,3,1,5
4222,도보르(DOBOR),기타 외식,202500,8,642,1,3,1,5
4223,오리궁뎅이,한식,81100,14,2,5,3,2,2
4224,강봉수인,한식,82750,9,118,5,3,3,3
4225,왓츠피데,서양식,62152,9,-216,4,3,1,1
4226,오투스커피,커피,82300,3,595,2,3,0,5
4227,에쎄레젤라또,기타 외식,266830,10,218,3,3,2,4
4228,믹스쭈,한식,51500,5,-2983,5,3,5,1
4229,화이트쇼콜라,제과제빵,154660,10,-239,1,3,1,1
4230,밀앤빈,커피,86600,16,80,4,3,4,3
4231,참치왕양승호,일식,231850,8,127,3,3,1,4
4232,이치류,일식,82550,4,2,2,3,3,2
4233,도누애샤브샤브,한식,228900,9,61,5,3,0,3
4234,해도리,한식,95410,13,28,5,3,4,2
4235,진곱다,기타 외식,43450,6,-238,1,3,5,1
4236,레아,음료 (커피 외),75900,12,3,5,3,2,2
4237,핑츄펀츄,기타 외식,53900,9,4,5,3,0,2
4238,TOBBYS(토비즈커피),커피,164500,7,13,2,3,1,2
4239,앤디스커피(ANDYS,커피,82550,7,-1345,3,3,5,1
4240,심가네,한식,86480,15,29,5,3,2,2
4241,송탄이정부대찌개,한식,135000,9,-1722,1,3,0,1
4242,제이룸은,패스트푸드,79040,9,1026,2,3,1,5
4243,SAVOEY(사보에),서양식,143900,5,11,5,3,1,2
4244,나리꼬모,커피,58640,4,-238,1,3,5,1
4245,1967,한식,102900,3,7,2,3,0,2
4246,엉클족,한식,94200,6,-405,3,3,2,1
4247,포밥인뉴욕(PhoBob,기타 외식,106950,11,124,3,3,1,3
4248,밤새우는,치킨,119050,8,-109,1,3,0,1
4249,마녀치킨,치킨,109494,21,346,2,3,3,5
4250,호타루,일식,73400,10,-104,5,3,3,1
4251,정릉서갈비,기타 외식,181520,6,-165,1,3,2,1
4252,치즈에빠진갈매기등짝,한식,90000,10,3,5,3,1,2
4253,룸606,서양식,76300,7,147,5,3,2,4
4254,이유있는반찬,기타 외식,85050,4,-335,1,3,5,1
4255,비트윈브레드,제과제빵,90000,7,582,1,3,0,5
4256,더쥬스앤씨,음료 (커피 외),120500,13,-145,1,3,0,1
4257,닥가게,치킨,76700,9,4,5,3,0,2
4258,칸쿤,기타 외식,27000,2,58,4,3,2,3
4259,손큰부자,한식,49190,25,-176,1,3,2,1
4260,퀴클리,음료 (커피 외),64300,10,181,2,3,2,4
4261,마담포,기타 외국식,75650,7,193,5,3,5,4
4262,중앙칼국수,분식,76450,11,273,2,3,2,4
4263,허브스미스(Herbsmith),기타 외식,128200,6,43,5,3,4,2
4264,라멘;에스(LAMEN;S),기타 외식,118500,13,-121,1,3,1,1
4265,황제육회,한식,63500,14,7,1,3,1,2
4266,라이너스바베큐딜리버리,서양식,130000,9,-8060,1,3,1,1
4267,보스,커피,75600,11,39,5,3,4,2
4268,바다바라기,한식,159550,12,124,5,3,2,3
4269,바다쭈꾸미,한식,75050,15,6,5,3,3,2
4270,착한전수,기타 외식,94860,5,389,4,3,5,5
4271,남천닭갈비,치킨,14200,10,366,2,3,2,5
4272,청리주물럭,한식,83500,20,31,3,3,2,2
4273,나쁜쭈꾸미,한식,168850,9,434,1,3,0,5
4274,전티마이,기타 외국식,76800,9,-987,1,3,1,1
4275,가르텐프레쉬펍,주점,162722,10,160,4,3,4,4
4276,치지이탈리아니,피자,417000,9,51,1,3,2,3
4277,조순금닭도리탕,한식,124900,3,72,2,3,0,3
4278,조선짬뽕,중식,102870,5,334,4,3,5,4
4279,메조디파스타(mezzo,서양식,146220,10,2516,1,3,2,5
4280,낭만순대,기타 외식,108150,10,-168,2,3,5,1
4281,황금곱창,한식,110600,4,43,5,3,5,2
4282,해장옥,한식,205800,6,-153,1,3,1,1
4283,오복오봉집,한식,100100,9,89,4,3,4,3
4284,올리브돈까스,기타 외식,95279,4,154,2,3,5,4
4285,소복소복,음료 (커피 외),162300,9,-516,2,3,1,1
4286,보스커피&브런치,커피,79550,6,9,5,3,5,2
4287,레비스,주점,119700,23,11,1,3,4,2
4288,지리산약초장어,한식,141400,15,57,2,3,3,3
4289,일미제면소,한식,58100,5,40,2,3,0,2
4290,TAPTAP(탭탭),기타 외식,124850,14,42,3,3,2,2
4291,진명인면옥,한식,116290,3,276,2,3,0,4
4292,싼다방,커피,64160,9,347,3,3,5,5
4293,필용이닭갈비,기타 외식,146970,19,95,4,3,3,3
4294,해물의제왕,한식,140600,10,11,5,3,2,2
4295,떡꼬기&스테이크제트,서양식,50840,5,-397,1,3,1,1
4296,홍대돈부리24시,일식,60850,12,308,5,3,5,4
4297,봉리단길,커피,146000,5,881,3,3,0,5
4298,썬데이반점,중식,105800,11,59,5,3,3,3
4299,카페앤스터프,커피,103550,16,20,5,3,0,2
4300,국민통닭,치킨,34450,3,195,2,3,0,4
4301,맛소우,일식,205400,4,329,4,3,0,4
4302,못말리는프렌즈,치킨,79100,11,236,4,3,1,4
4303,미스누들,분식,51500,6,647,2,3,1,5
4304,밀천지,한식,51620,10,9,4,3,5,2
4305,비안(Bian),제과제빵,49750,10,-130,1,3,5,1
4306,델리아메리칸,패스트푸드,136100,13,137,1,3,0,4
4307,양선생,중식,117335,8,12,5,3,1,2
4308,치킨人류,치킨,37300,3,333,2,3,0,4
4309,미트락,서양식,89900,19,45,3,3,4,2
4310,기창(KICHANG)성주막창,한식,155950,10,939,3,3,2,5
4311,명장반점,중식,184490,4,187,5,3,0,4
4312,요요프레쉬티바,음료 (커피 외),75400,8,20498,1,3,0,5
4313,황제무한화로구이,한식,226600,4,630,4,3,5,5
4314,산들바람,한식,166150,18,20,2,3,2,2
4315,가마깨비,한식,107300,6,892,4,3,5,5
4316,그림카페(Greem,커피,8800,13,151,3,3,2,4
4317,이태리식당,서양식,86400,4,40,5,3,5,2
4318,하이롤러홀덤펍,주점,103431,3,-611,1,3,0,1
4319,마치래빗,서양식,61950,10,20,4,3,4,2
4320,해운대31cm해물칼국수,한식,84070,3,125,4,3,0,3
4321,양빠바(양빠bar),기타 외식,79300,7,12,4,3,2,2
4322,서청미역,한식,54759,5,-8033,2,3,5,1
4323,페이버리트(FAVORITE),커피,59850,5,609,1,3,0,5
4324,카페허니스,기타 외식,109750,8,0,4,3,3,1
4325,"겨울,",주점,127100,5,17,3,3,0,2
4326,송돈가,한식,103400,8,542,4,3,3,5
4327,서울점심,기타 외식,95800,17,298,2,3,2,5
4328,치즈쇼피자,피자,70920,4,21261,1,3,0,5
4329,김밥친구들,분식,104500,9,-241,1,3,2,1
4330,바푸리차돌떡볶이,기타 외식,104280,11,593,2,3,2,5
4331,고치소사마,일식,157050,5,881,3,3,0,5
4332,다케,일식,92200,5,-464,1,3,5,1
4333,탐나는,분식,88185,8,31,3,3,5,2
4334,고기의잔치,한식,151498,9,325,4,3,0,5
4335,별주막,주점,89450,5,26,2,3,3,2
4336,청기와타운,한식,176600,11,-210,4,3,4,1
4337,재주당,한식,127600,5,-2030,1,3,5,1
4338,개인화로,한식,197800,8,43,5,3,3,2
4339,더구띠에커피킹,커피,219000,26,697,2,3,1,5
4340,마요네즈,일식,93200,5,325,4,3,5,4
4341,교동우동&김밥,분식,98000,6,1155,2,3,1,5
4342,미사이,기타 외식,163785,10,6818,2,3,0,5
4343,교토돈부리,일식,94850,7,165,3,3,2,4
4344,대호국밥,한식,139680,9,-2855,3,3,4,1
4345,빠세,주점,57750,10,34,4,3,1,2
4346,해이슬치킨,치킨,28350,37,94,2,3,0,3
4347,비손샤브칼국수,기타 외식,187800,5,-358,1,3,2,1
4348,뽕짝,기타 외식,74250,9,61,5,3,4,3
4349,치킨갑,치킨,54250,12,81,4,3,3,3
4350,비츠비츠,서양식,116100,6,-149,1,3,4,1
4351,다품은육개장,기타 외식,99790,9,-3145,1,3,0,1
4352,어반나이프,기타 외식,153500,10,323,1,3,1,5
4353,토닭토닭,한식,92750,8,3,5,3,4,2
4354,여수동치즈갈매기,기타 외식,76900,9,22,5,3,4,2
4355,하루와규,일식,96540,11,211,2,3,4,4
4356,세광교대갈비집,기타 외식,204000,7,117,4,3,4,3
4357,중앙시장통닭,치킨,51750,17,109,4,3,2,3
4358,나인핑거스(9FINGERS),패스트푸드,91350,14,277,3,3,4,4
4359,더치킨(THE치킨),치킨,49450,7,14,5,3,3,2
4360,낙지대학,분식,65010,8,21,4,3,0,2
4361,들르미짬뽕,중식,104200,9,13,4,3,1,2
4362,올바른단팥빵&고로케,제과제빵,93000,9,-532,5,3,2,1
4363,숯불소갈비살전문점챌린지,한식,104000,9,223,5,3,4,4
4364,아이스탑,주점,82000,9,-146,1,3,0,1
4365,하루국시101,기타 외식,56700,9,109,5,3,4,3
4366,프리미엄,주점,59300,10,14,4,3,5,2
4367,쑤니,한식,167950,20,457,1,3,2,5
4368,프레시고,기타 외식,78150,12,245,1,3,5,4
4369,분식발전소,분식,93400,24,126,3,3,3,3
4370,스노우비(Snow-b),기타 외식,167450,14,49,2,3,1,2
4371,킹스타치킨,치킨,42800,8,-111,1,3,3,1
4372,자연애맛,한식,73200,16,249,3,3,3,4
4373,마중뼈다귀,한식,37950,2,103,5,3,4,3
4374,흑운당,커피,73720,4,-230,1,3,2,1
4375,두미락,한식,120390,11,33,1,3,5,2
4376,밀밭양조장,주점,92500,5,4,1,3,0,2
4377,THE,한식,103450,6,1622,4,3,5,5
4378,시래옥,한식,212790,14,-390,2,3,1,1
4379,이대감,한식,133546,4,356,3,3,0,5
4380,케이푸드익스프레스,분식,72600,17,185,2,3,1,4
4381,스노우무무,아이스크림/빙수,161992,30,957,2,3,2,5
4382,삐삐식당,한식,96300,10,17,3,3,5,2
4383,바오미엔관,중식,101700,30,957,2,3,2,5
4384,이공국시,분식,109150,13,168,3,3,2,4
4385,세겹살,기타 외식,137220,7,180,5,3,3,4
4386,쌀을품은닭,한식,35000,15,22,4,3,2,2
4387,안녕식당,한식,74700,7,310,3,3,2,5
4388,포차1979,주점,61400,8,-311,3,3,5,1
4389,아내의쉐프,기타 외식,94650,8,-239,3,3,0,1
4390,육심,한식,135900,12,103,5,3,3,3
4391,돼지통,한식,63100,5,1,5,3,3,2
4392,닌자고쿠시,주점,85520,9,7,5,3,2,2
4393,블랭,한식,70780,7,2,3,3,2,2
4394,웨즐스프레즐,제과제빵,81100,9,-108,1,3,1,1
4395,용용선생,주점,178200,21,158,3,3,3,4
4396,손수요,기타 외식,81100,7,11,3,3,5,2
4397,러브미텐더(love,치킨,50400,11,250,3,3,2,4
4398,육앤샤,한식,60500,9,639,2,3,1,5
4399,이삭버거,패스트푸드,108538,19,66,4,3,4,3
4400,엄's김밥카페,분식,93850,14,-234,3,3,3,1
4401,플랫폼엘(Platform,커피,84970,9,317,2,3,1,5
4402,계경목장,한식,73350,23,85,3,3,3,3
4403,본마야,한식,197942,9,-378,1,3,2,1
4404,쉐프의부대찌개&정다율짬뽕,기타 외식,108985,8,-376,1,3,4,1
4405,KOKUMI,일식,88900,5,8,5,3,4,2
4406,12지락,한식,82200,9,106,5,3,0,3
4407,탐족,한식,49060,32,134,2,3,2,3
4408,명태밥상,한식,118300,8,40,5,3,2,2
4409,새벽시장,주점,92200,15,78,3,3,2,3
4410,대만락,제과제빵,75600,7,147,1,3,5,4
4411,고기굽는카페조선,기타 외식,120005,10,-126,1,3,1,1
4412,킹핀비어(KING,주점,56870,11,321,4,3,3,5
4413,피자네플러스,피자,50070,16,95,2,3,2,3
4414,세븐유,한식,61100,11,270,2,3,2,4
4415,마이브루클린키친,패스트푸드,86950,25,-104,1,3,4,1
4416,우리술상(우리들술맛나는세상),한식,79052,40,9,2,3,2,2
4417,켄터키,치킨,54225,21,109,2,3,1,3
4418,이천가든,한식,72850,4,-495,1,3,5,1
4419,찜다해,기타 외식,106000,15,9,5,3,4,2
4420,고스테이크,서양식,156396,16,39,5,3,3,2
4421,우겹다짐,한식,35633,6,979,1,3,3,5
4422,진짜배기명태촌,한식,104000,5,35,5,3,0,2
4423,온더문포차,주점,85000,4,-474,1,3,5,1
4424,일가해신탕,한식,68750,8,-142,1,3,0,1
4425,면앤면추억의가락국수,분식,83800,6,482,2,3,1,5
4426,텐동요츠야,일식,73500,7,39,5,3,3,2
4427,칠성식당,기타 외식,86000,17,338,2,3,2,5
4428,오가네대구왕뽈떼기,기타 외식,114500,10,289,5,3,5,4
4429,정동뚝배기,분식,83800,6,482,2,3,1,5
4430,불소식당,기타 외식,100880,8,60,2,3,1,3
4431,릴라돈가스,분식,93750,11,10347,4,3,5,5
4432,블랙티드,음료 (커피 외),64460,3,-704,2,3,0,1
4433,피쉬스토리,기타 외식,62370,10,2,5,3,5,2
4434,카페,음료 (커피 외),50950,13,-1376,5,3,2,1
4435,FUNFUN한092,주점,94971,14,-297,2,3,1,1
4436,스위트몬스터(SWEET,아이스크림/빙수,104300,9,6692,2,3,1,5
4437,삐뽀,치킨,109150,11,2005,3,3,3,5
4438,설어정,기타 외식,77600,7,91,3,3,3,3
4439,공시엔승,기타 외식,91155,10,31,5,3,3,2
4440,948키친(948Kitchen),기타 외식,400600,9,-7183,2,3,4,1
4441,엘마노,일식,106200,8,146,3,3,3,4
4442,찜샤브,기타 외식,166500,3,185,3,3,0,4
4443,바게트킹,서양식,66271,10,2,1,3,0,2
4444,고기와국수이야기,한식,209900,9,1997,4,3,1,5
4445,내고향훈장만두수,분식,45540,10,90828,5,3,4,5
4446,왕건이감자탕,한식,84000,5,125,5,3,3,3
4447,무한계도,한식,138300,11,775,3,3,4,5
4448,쌍쌍포차,한식,97700,9,85,4,3,5,3
4449,모노모노,일식,49170,9,-185,1,3,0,1
4450,행복굽는돼지대장,한식,204320,9,36,5,3,3,2
4451,화양가옥,서양식,251350,5,693,2,3,5,5
4452,배달은,한식,45350,5,2,1,3,4,2
4453,찜따기,기타 외식,102740,9,1,4,3,4,2
4454,티라펠리체,기타 외식,207550,8,1026,1,3,4,5
4455,다포유,치킨,55900,15,5,3,3,4,2
4456,허선웅닭갈비,한식,74050,14,7,5,3,2,2
4457,미스터빈(Mr,음료 (커피 외),86700,6,21774,1,3,5,5
4458,제주양가네해물한상,한식,114200,7,196,3,3,2,4
4459,샌드위밋,기타 외국식,136788,9,-255,1,3,3,1
4460,말리커피,커피,98000,9,-177,1,3,5,1
4461,어신코뎅이,한식,164500,7,11,5,3,2,2
4462,카페라미떼(cafeLAMITTE),기타 외식,91900,10,467,4,3,5,5
4463,LQL터쿼이즈(TURQUOISE),커피,97040,10,194,2,3,1,4
4464,이주사목로청,주점,33880,18,-165,1,3,1,1
4465,청화당,중식,251050,20,-161,5,3,4,1
4466,메종드기기,커피,76200,10,-140,1,3,5,1
4467,다다미,한식,58100,7,20,5,3,3,2
